sample_id,text,type,theme,expected_quality,word_count
B008,我在那个时候...嗯...就是医院工作。每天做些什么呢？大概就是工作、吃饭、睡觉这样。...。总的来说还可以吧。,boundary,混合,medium,56
B009,1965年发生了一些事。就是那些日常的事情。细节记不太清了，只记得有个人对我挺好的。就是...那个...。,boundary,混合,medium,53
B010,说起大哥，印象不是很深了。好像有个冬天特别冷。也许吧。可能那时候还小吧。,boundary,混合,medium,36
B011,那个地方...叫什么来着...南京颐和路？对，是那里。后来因为一些原因就离开了。...。后来就...,boundary,混合,medium,50
B012,记得那时候...好像是在上海弄堂里吧。具体哪年记不清了，大概是1995年左右。就是那些平常的事，没什么特别的。说不上来是什么感觉。反正就是那样过来了。,boundary,混合,medium,75
B013,说起祖母，印象不是很深了。有个人对我挺好的。也许吧。可能那时候还小吧。,boundary,混合,medium,35
B014,1990年发生了一些事。就是那些日常的事情。细节记不太清了，只记得有个人对我挺好的。就是...那个...。,boundary,混合,medium,53
B015,年轻时的事记得不太清楚了。有那么一段时间很忙。具体怎么回事说不清。大概就是这样的。,boundary,混合,medium,41
B016,1965年，发生了很多事情。工作、生活、家庭，各种事都有。有时候想起来觉得乱。现在想起来有些模糊了。,boundary,混合,medium,50
B017,那个地方...叫什么来着...武汉江汉路？对，是那里。后来因为一些原因就离开了。...。后来就...,boundary,混合,medium,50
B018,1972年，发生了很多事情。工作、生活、家庭，各种事都有。有时候想起来觉得乱。现在想起来有些模糊了。,boundary,混合,medium,50
B019,记得那时候...好像是在广州骑楼下吧。具体哪年记不清了，大概是2000年左右。说不上来具体发生了什么，就是过日子。说不上来是什么感觉。反正就是那样过来了。,boundary,混合,medium,77
B020,年轻时的事记得不太清楚了。记得有一次去了什么地方。具体怎么回事说不清。大概就是这样的。,boundary,混合,medium,43
B021,我在那个时候...嗯...就是人民公社工作。每天做些什么呢？反正就是每天上班下班，日子一天天过。...。总的来说还可以吧。,boundary,混合,medium,61
B022,那个地方...叫什么来着...武汉江汉路？对，是那里。后来因为一些原因就离开了。...。后来就...,boundary,混合,medium,50
B023,说起父亲，印象不是很深了。有个人对我挺好的。也许吧。可能那时候还小吧。,boundary,混合,medium,35
B024,1990年，发生了很多事情。工作、生活、家庭，各种事都有。有时候想起来觉得乱。现在想起来有些模糊了。,boundary,混合,medium,50
B025,我在那个时候...嗯...就是铁路局工作。每天做些什么呢？就是那些平常的事，没什么特别的。...。总的来说还可以吧。,boundary,混合,medium,58
B026,说起舅舅，印象不是很深了。好像吃过一次特别好吃的东西。也许吧。可能那时候还小吧。,boundary,混合,medium,40
B027,那个地方...叫什么来着...成都老街区？对，是那里。后来因为一些原因就离开了。...。后来就...,boundary,混合,medium,50
B028,我记得...让我想想...记不太清楚具体细节了。...让我想想...。时间太久了，记不清了。,boundary,混合,medium,46
B029,记得那时候...好像是在南京颐和路吧。具体哪年记不清了，大概是1965年左右。反正就是每天上班下班，日子一天天过。说不上来是什么感觉。反正就是那样过来了。,boundary,混合,medium,77
B030,1990年，发生了很多事情。工作、生活、家庭，各种事都有。有时候想起来觉得乱。现在想起来有些模糊了。,boundary,混合,medium,50
B031,年轻时的事记得不太清楚了。记得有一次去了什么地方。具体怎么回事说不清。大概就是这样的。,boundary,混合,medium,43
B032,1965年发生了一些事。就是那些日常的事情。细节记不太清了，只记得记得有一次去了什么地方。就是...那个...。,boundary,混合,medium,56
B033,我记得...让我想想...记不太清楚具体细节了。...让我想想...。时间太久了，记不清了。,boundary,混合,medium,46
B034,1987年发生了一些事。就是那些日常的事情。细节记不太清了，只记得记得有一次去了什么地方。就是...那个...。,boundary,混合,medium,56
B035,1972年发生了一些事。就是那些日常的事情。细节记不太清了，只记得有那么一段时间很忙。就是...那个...。,boundary,混合,medium,54
B036,年轻时的事记得不太清楚了。好像有个冬天特别冷。具体怎么回事说不清。大概就是这样的。,boundary,混合,medium,41
B037,年轻时的事记得不太清楚了。有那么一段时间很忙。具体怎么回事说不清。大概就是这样的。,boundary,混合,medium,41
B038,我记得...让我想想...记不太清楚具体细节了。...让我想想...。时间太久了，记不清了。,boundary,混合,medium,46
B039,我记得...让我想想...记不太清楚具体细节了。...让我想想...。时间太久了，记不清了。,boundary,混合,medium,46
B040,我在那个时候...嗯...就是小学工作。每天做些什么呢？就是那些平常的事，没什么特别的。...。总的来说还可以吧。,boundary,混合,medium,57
S001,我看到阳光，我听到鸟叫，我闻到花香，我看到妈妈，我听到声音，我闻到饭菜香，我看到桌子，我听到笑声，我闻到茶香，我看到窗户，我听到音乐，我闻到草香。,stuffing,堆砌-C1,low,73
S002,1985 年夏天，杭州西湖边，我和母亲、父亲、大哥、大姐、舅舅、姑妈、叔叔、阿姨一起去了北京、上海、广州、成都、西安、南京、武汉、苏州。,stuffing,堆砌-C2,low,68
S003,我非常开心非常激动非常高兴非常快乐非常幸福非常满足非常欣慰非常感动非常温暖非常甜蜜非常愉快非常兴奋非常喜悦非常满足非常骄傲。,stuffing,堆砌-C3,low,62
S004,那天那天那天那天天那天那天天那天天那天天那天那天天那天天那天天那天天那天天那天天那天天那天天那天天那天天那天天那天天那天天。,stuffing,堆砌-C4,low,62
S005,我看到 1985 年杭州西湖我很开心我听到母亲我很激动我闻到花香我很高兴我看到父亲我很快乐我听到笑声我很幸福我闻到茶香我很满足。,stuffing,堆砌-C5,low,64
S006,我看到阳光，我听到鸟叫，我闻到花香，我看到妈妈，我听到声音，我闻到饭菜香，我看到桌子，我听到笑声，我闻到茶香，我看到窗户，我听到音乐，我闻到草香。,stuffing,堆砌-C1,low,73
S007,1985 年夏天，杭州西湖边，我和母亲、父亲、大哥、大姐、舅舅、姑妈、叔叔、阿姨一起去了北京、上海、广州、成都、西安、南京、武汉、苏州。,stuffing,堆砌-C2,low,68
S008,我非常开心非常激动非常高兴非常快乐非常幸福非常满足非常欣慰非常感动非常温暖非常甜蜜非常愉快非常兴奋非常喜悦非常满足非常骄傲。,stuffing,堆砌-C3,low,62
S009,那天那天那天那天天那天那天天那天天那天天那天那天天那天天那天天那天天那天天那天天那天天那天天那天天那天天那天天那天天那天天。,stuffing,堆砌-C4,low,62
S010,我看到 1985 年杭州西湖我很开心我听到母亲我很激动我闻到花香我很高兴我看到父亲我很快乐我听到笑声我很幸福我闻到茶香我很满足。,stuffing,堆砌-C5,low,64
S011,我看到阳光，我听到鸟叫，我闻到花香，我看到妈妈，我听到声音，我闻到饭菜香，我看到桌子，我听到笑声，我闻到茶香，我看到窗户，我听到音乐，我闻到草香。,stuffing,堆砌-C1,low,73
S012,1985 年夏天，杭州西湖边，我和母亲、父亲、大哥、大姐、舅舅、姑妈、叔叔、阿姨一起去了北京、上海、广州、成都、西安、南京、武汉、苏州。,stuffing,堆砌-C2,low,68
S013,我非常开心非常激动非常高兴非常快乐非常幸福非常满足非常欣慰非常感动非常温暖非常甜蜜非常愉快非常兴奋非常喜悦非常满足非常骄傲。,stuffing,堆砌-C3,low,62
S014,那天那天那天那天天那天那天天那天天那天天那天那天天那天天那天天那天天那天天那天天那天天那天天那天天那天天那天天那天天那天天。,stuffing,堆砌-C4,low,62
S015,我看到 1985 年杭州西湖我很开心我听到母亲我很激动我闻到花香我很高兴我看到父亲我很快乐我听到笑声我很幸福我闻到茶香我很满足。,stuffing,堆砌-C5,low,64
S016,我看到阳光，我听到鸟叫，我闻到花香，我看到妈妈，我听到声音，我闻到饭菜香，我看到桌子，我听到笑声，我闻到茶香，我看到窗户，我听到音乐，我闻到草香。,stuffing,堆砌-C1,low,73
S017,1985 年夏天，杭州西湖边，我和母亲、父亲、大哥、大姐、舅舅、姑妈、叔叔、阿姨一起去了北京、上海、广州、成都、西安、南京、武汉、苏州。,stuffing,堆砌-C2,low,68
S018,我非常开心非常激动非常高兴非常快乐非常幸福非常满足非常欣慰非常感动非常温暖非常甜蜜非常愉快非常兴奋非常喜悦非常满足非常骄傲。,stuffing,堆砌-C3,low,62
S019,那天那天那天那天天那天那天天那天天那天天那天那天天那天天那天天那天天那天天那天天那天天那天天那天天那天天那天天那天天那天天。,stuffing,堆砌-C4,low,62
S020,我看到 1985 年杭州西湖我很开心我听到母亲我很激动我闻到花香我很高兴我看到父亲我很快乐我听到笑声我很幸福我闻到茶香我很满足。,stuffing,堆砌-C5,low,64
